id,url,manufacturer,model,rated_power_kw,rotor_diameter_m,rotor_area_m2,num_blades,hub_height_m,cut_in_wind_speed_ms,cut_out_wind_speed_ms,rated_wind_speed_ms,rotor_speed_rpm,generator_type,gearbox_type,tower_type,nacelle_weight_kg,rotor_weight_kg,tower_weight_kg,blade_weight_kg,total_weight_kg,voltage_v,frequency_hz,installation,offshore,onshore
2023,https://en.wind-turbine-models.com/turbines/2023-amsc-wt5500df-tc-i,AMSC,AMSC wt5500df TC I,5500,140,15393.8,3,100,3.5,30,11.8,,doubly-fed induction,,tubular steel tower,,,,,,690,50/60 Hz,,No,Yes
2024,https://en.wind-turbine-models.com/turbines/2024-amsc-wt5500fc-tc-i,AMSC,AMSC wt5500fc TC I,5500,140,15393.8,3,100,3.5,30,11.8,,synchronous / asynchronous,,tubular steel,,,,,,690,50/60 Hz,,No,Yes
425,https://en.wind-turbine-models.com/turbines/425-amsc-wt10000dd-seatitan,AMSC,AMSC wt10000dd SeaTitan,10000,190,28353,3,125,4,30,11.5,10,HTS synchronous,,Steel tube,,,,,,12000,50/60 Hz,,Yes,Yes
730,https://en.wind-turbine-models.com/turbines/730-an-bonus-100-30,AN Bonus,AN Bonus 100/30,100,23,415,3,24,4.8,28,12.5,40,Asynchronus,,Steel tube/Lattice,2000,6700,9700,700,18400,400,50 Hz,,No,Yes
124,https://en.wind-turbine-models.com/turbines/124-an-bonus-150-30,AN Bonus,AN Bonus 150/30,150,23,415,3,30,3.5,25,12.5,40,Asynchronus,,Steel tube/Lattice,8700,,22000,700,,400,50 Hz,,No,Yes
112,https://en.wind-turbine-models.com/turbines/112-an-bonus-300-33,AN Bonus,AN Bonus 300/33,300,33.4,876,3,30,3,25,13,31,Asynchronus,,Steel tube,17600,3500,25000,1200,46000,400,50.0 Hz,,No,Yes
720,https://en.wind-turbine-models.com/turbines/720-an-bonus-450-35,AN Bonus,AN Bonus 450/35,450,35,962,3,30,4.5,28,17,35,Asynchronus,,Steel tube,,,,,,400,50 Hz,,No,Yes
729,https://en.wind-turbine-models.com/turbines/729-an-bonus-450-36,AN Bonus,AN Bonus 450/36,450,36,1017.9,3,35,4.5,25,16,33,Asynchronus,,Steel tube,,,,,,400,50 Hz,,No,Yes
382,https://en.wind-turbine-models.com/turbines/382-an-bonus-450-37,AN Bonus,AN Bonus 450/37,450,37,1075,3,35,4.5,25,13.5,30,Asynchronus,,Steel tube,26100,,27000,1600,54500,690,50 Hz,,No,Yes
123,https://en.wind-turbine-models.com/turbines/123-an-bonus-600-41,AN Bonus,AN Bonus 600/41,600,41,1320,3,42.3,4.5,25,14.5,29,Asynchronus,,Steel tube,24000,6500,52000,1800,,690,50.0 Hz,,No,Yes
343,https://en.wind-turbine-models.com/turbines/343-an-bonus-600-44,AN Bonus,AN Bonus 600/44,600,44,1520,3,42,3,25,15,27,Asynchronus,,Steel tube,24000,9500,51000,3200,,690,50 Hz,,No,Yes
1175,https://en.wind-turbine-models.com/turbines/1175-an-bonus-600-44-3,AN Bonus,AN Bonus 600/44-3,600,44,1520,3,42.3,3,25,15,27,induction,,steel tube,21500,9500,51000,,82000,690,50 Hz,,No,Yes
690,https://en.wind-turbine-models.com/turbines/690-an-bonus-600-44-mk-iv,AN Bonus,AN Bonus 600/44 MK IV,600,44,1520,3,40,5,25,15,28,Asynchronus,,Steel tube,22500,14200,57500,2900,94200,690,50 Hz,,No,Yes
1072,https://en.wind-turbine-models.com/turbines/1072-an-bonus-750-50-prototype,AN Bonus,AN Bonus 750/50 Prototype,750,50,1960,3,60,3,25,15,22,asynchronous,,steel tube,50000,10000,60000,,120000,690,50.0 Hz,1995,No,Yes
396,https://en.wind-turbine-models.com/turbines/396-an-bonus-1000-54,AN Bonus,AN Bonus 1000/54,1000,54.2,2300,3,50,3,25,15,22,Asynchronus,,Steel tube,40000,25000,90000,,155000,690,50.0 Hz,,No,Yes
59,https://en.wind-turbine-models.com/turbines/59-an-bonus-1300-62,AN Bonus,AN Bonus 1300/62,1300,62,3019,3,68,3,25,15,19,Asynchronus,,Tubular steel,50000,30000,198000,,280000,690,50.0 Hz,,No,Yes
406,https://en.wind-turbine-models.com/turbines/406-an-bonus-2000-76,AN Bonus,AN Bonus 2000/76,2000,76,4536,3,60,3,25,15,17,Asynchronus,,Steel tube,65000,38000,,,,690,50 Hz,,No,Yes
857,https://en.wind-turbine-models.com/turbines/857-an-bonus-2300-82,AN Bonus,AN Bonus 2300/82,2300,82.4,5300,3,80,3.5,25,15,17,Asynchronus,,Steel tube,82500,52000,252000,,386500,690,50 Hz,,Yes,Yes
950,https://en.wind-turbine-models.com/turbines/950-anelion-sw-3-5-gt,Anelion,Anelion SW 3.5 GT,3.5,3.5,9.6,3,10,3.5,17.5,12,465,Synchronous permanent,,Steel tube/Lattice,,,,,100,280,50 Hz,,No,Yes
1690,https://en.wind-turbine-models.com/turbines/1690-hummer-h6-4-5kw,Hummer,Hummer H6.4-5KW,5,6.4,32.2,3,,3,25,12,240,Permanent  magent alternator.SCF technology,,steel tube. free + guyed,,,,,,240,50/60 Hz,,No,Yes
1689,https://en.wind-turbine-models.com/turbines/1689-hummer-h8-16-10kw,Hummer,Hummer H8.16-10KW,10,8.2,50.3,3,,3,25,11,100,Permanent  magent alternator.SCF technology,,steel tube,500,,,,,400,50/60 Hz,,No,Yes
1688,https://en.wind-turbine-models.com/turbines/1688-hummer-h13-2-20kw,Hummer,Hummer H13.2-20KW,20,13.2,136.9,3,,3,25,9,110,Permanent  magent alternator.SCF technology,,steel tube,,,,,,450,50/60 Hz,,No,Yes
1687,https://en.wind-turbine-models.com/turbines/1687-hummer-h13-2-30kw,Hummer,Hummer H13.2-30KW,30,13.2,136.9,3,,3,25,10,110,Permanent magent alternator.SCF technology,,,900,,,,,620,50/60 Hz,,No,Yes
1686,https://en.wind-turbine-models.com/turbines/1686-hummer-h17-0-50kw,Hummer,Hummer H17.0-50KW,50,17,227,3,,3.5,20,9.5,85,Permanent magnet alternator. SCF technology,,steel tube,1300,,,,,660,50/60 Hz,,No,Yes
1685,https://en.wind-turbine-models.com/turbines/1685-hummer-h21-0-60kw,Hummer,Hummer H21.0-60KW,60,21,346.4,3,,2.5,25,9,50,Permanent magnet alternator. SCF technology,,steel tube,1500,,,,,660,50/60 Hz,,No,Yes
1684,https://en.wind-turbine-models.com/turbines/1684-hummer-h21-0-100kw,Hummer,Hummer H21.0-100KW,100,21,346.4,3,,2.5,20,10.5,60,Permanent magent alternator. SCF technology,,steel tube,,,,,,660,50/60 Hz,,No,Yes
1683,https://en.wind-turbine-models.com/turbines/1683-hummer-h25-0-60kw,Hummer,Hummer H25.0-60KW,60,25,490.9,3,,2.5,20,7.5,50,Permanent magnet alternator. SCF technology,,steel tube,,,,,,660,50/60 Hz,,No,Yes
1682,https://en.wind-turbine-models.com/turbines/1682-hummer-h25-0-100kw,Hummer,Hummer H25.0-100KW,100,25,490.9,3,,2.5,20,10,50,Permanent magnet alternator. SCF technology,,steel tube,2200,,,,,690,50/60 Hz,,No,Yes
1681,https://en.wind-turbine-models.com/turbines/1681-hummer-h25-0-200kw,Hummer,Hummer H25.0-200KW,200,25,490.9,3,,2.5,20,11.5,50,Permanent  magent alternator.SCF technology,,steel tube,,,,,,690,,,No,Yes
1556,https://en.wind-turbine-models.com/turbines/1556-mandt-wodan,Mandt,Mandt Wodan,7,15.6,191,6,25,3,18,,20,Gegencompound,,Gittermast,4000,3000,5200,400,12200,110,,1926,No,Yes
2036,https://en.wind-turbine-models.com/turbines/2036-aoi-arab-1-5-77,AOI Arab,AOI Arab 1.5-77,1500,77,4657,3,70,3,25,11,17.3,synchronous permanent,,steel tube,,,,,,690,50/60 Hz,,No,Yes
2037,https://en.wind-turbine-models.com/turbines/2037-aoi-arab-aoi-20kw,AOI Arab,AOI Arab AOI 20kW,20,13,133,3,18,3,25,12,90,,,,,,,,,,,,No,Yes
23,https://en.wind-turbine-models.com/turbines/23-areva-m5000-116,AREVA,AREVA M5000-116,5000,116,10568,3,,4,25,12.5,14.8,Synchronous permanent,,Steel tube,233000,111500,,,345000,3300,50 Hz,,Yes,Yes
686,https://en.wind-turbine-models.com/turbines/686-areva-m5000-135,AREVA,AREVA M5000-135,5000,135,14326,3,,3.5,25,11.4,13.5,Synchronous permanent,,Steel tube,,140000,,,375000,3300,50 Hz,,Yes,Yes
426,https://en.wind-turbine-models.com/turbines/426-argolabe-turbec-100,Argolabe,Argolabe Turbec-100,100,22.5,397.6,3,37,3.5,20,10.5,46,Asychronous,,Steel tube/Lattice,5000,,10000,,,400,50 Hz,,No,Yes
1635,https://en.wind-turbine-models.com/turbines/1635-aria-libellula-20,Aria,Aria Libellula 20,20,17.4,46.2,2,20,3,25,10,,induction,,steel tube,2000,,2000,,4000,400,50 Hz,,No,Yes
1634,https://en.wind-turbine-models.com/turbines/1634-aria-libellula-55,Aria,Aria Libellula 55+,57,19,59.5,2,19,3,25,11,95,induction,,steel tube,2000,900,7700,,10600,400,50 Hz,,No,Yes
1099,https://en.wind-turbine-models.com/turbines/1099-aria-libellula-55kw,Aria,Aria Libellula 55kW,55,18,255,2,25,3,25,11,95,asynchronous,,steel tube,2000,900,10800,,13700,400,40-70 Hz,,No,Yes
1633,https://en.wind-turbine-models.com/turbines/1633-aria-libellula-60i,Aria,Aria Libellula 60i,60,19,59.7,2,19,3,25,11,95,induction,,steel tube,2000,900,7700,,10600,400,50 Hz,,No,Yes
1534,https://en.wind-turbine-models.com/turbines/1534-atb-riva-calzoni-atb-60-28-dd,ATB Riva Calzoni,ATB Riva Calzoni ATB 60.28 DD,60,28,616,2,37,3,19,7.5,52,synchronous permanent,,concrete,,,35000,,,400,50/60 Hz,,No,Yes
2119,https://en.wind-turbine-models.com/turbines/2119-atb-riva-calzoni-100-28-dd,ATB Riva Calzoni,ATB Riva Calzoni 100.28 DD,100,28,616,2,37,3,25,8.5,52,synchron permanent,,concrete tube,,,35000,,,400,50/60 Hz,,No,Yes
1533,https://en.wind-turbine-models.com/turbines/1533-atb-riva-calzoni-atb-500-54,ATB Riva Calzoni,ATB Riva Calzoni ATB 500.54,500,54,2290,3,50,3.5,25,10,29,PMR,,steel tube,30000,16000,77000,,123000,690,50/60 Hz,,No,Yes
2120,https://en.wind-turbine-models.com/turbines/2120-atb-riva-calzoni-750-54,ATB Riva Calzoni,ATB Riva Calzoni 750.54,750,54,2290,3,72,4,24,11,26.5,synchron permanent,,inner flanged,30000,,81000,,127000,690,50/60 Hz,,No,Yes
2164,https://en.wind-turbine-models.com/turbines/2164-atlantic-orient-aoc-15-50,Atlantic Orient,Atlantic Orient AOC 15/50,50,15,177,3,24.4,4.6,22.4,11.3,65,3 phase/4 pole asynchronous,,Galvanized 3 legged. bolted lattice . self-supporting,2400,,3200,200,5600,480,60 Hz,,No,Yes
2047,https://en.wind-turbine-models.com/turbines/2047-austrowind-wt-5000,Austrowind,Austrowind WT 5000,5,8,50,3,13.15,2,20,12,130,synchronous permanent,,steel tube,500,,,,,210,50 Hz,,No,Yes
375,https://en.wind-turbine-models.com/turbines/375-autoflug-a-100,Autoflug,Autoflug A 100,100,23,415,2,42.6,3,25,13,32.7,Asynchronus,,Lattice,3800,,14000,300,,400,50 Hz,,No,Yes
344,https://en.wind-turbine-models.com/turbines/344-autoflug-a-1200,Autoflug,Autoflug A 1200,1200,61,2922,2,60,4,25,13,20.7,Asynchronus,,Steel tube,89000,,90000,3800,,690,50 Hz,,No,Yes
107,https://en.wind-turbine-models.com/turbines/107-avantis-av-928,Avantis,Avantis AV 928,2500,93.2,6822,3,80,3,25,11.6,18,synchronous permanent,,steel tube,,,,10200,,690,50/60 Hz,,No,Yes
84,https://en.wind-turbine-models.com/turbines/84-avantis-av-1010,Avantis,Avantis AV 1010,2300,100.6,7948,3,99,3,25,11.2,14.3,synchronous permanent,,Steel tube,75000,40000,180000,10500,295000,690,50 Hz,,No,Yes
1529,https://en.wind-turbine-models.com/turbines/1529-aventa-av-7,Aventa,Aventa AV-7,6.2,12.8,,3,18,2,14,6,63,,,Beton,,,,,,,,,No,Yes
268,https://en.wind-turbine-models.com/turbines/268-avic-huide-hd-1000,AVIC Huide,AVIC Huide HD 1000,1000,,,,,3.5,25,14,,,,,,,,,,,,,No,Yes
269,https://en.wind-turbine-models.com/turbines/269-avic-huide-hd-2000,AVIC Huide,AVIC Huide HD 2000,2000,,,,,4,25,11,,,,,,,,,,,,,No,Yes
1186,https://en.wind-turbine-models.com/turbines/1186-awinco-l50-200,awinco,awinco L50-200,50,16,200,3,22,3,25,12,58,synchronous permanent,,steel tube,6500,,,,,400,50/60 Hz,,No,Yes
1540,https://en.wind-turbine-models.com/turbines/1540-awinco-l60-330,awinco,awinco L60-330,60,20.2,320,3,22,3,25,11,50,synchronous permanent,,steel tube,,,,,,400,50/60 Hz,,No,Yes
976,https://en.wind-turbine-models.com/turbines/976-awp-awp-56-100,AWP,AWP AWP 56-100,100,17,227,3,19,5,22,13,72,Asynchronus,,Lattice,3700,3000,4700,,14400,380,50/60 Hz,,No,Yes
2061,https://en.wind-turbine-models.com/turbines/2061-b-ventus-250-kw,b.ventus,b.ventus 250 kW,250,42.5,1421,3,28,2.5,32,9,32,synchronous permanent,,steel tube,,,,,,400,50/60 Hz,,No,Yes
2324,https://en.wind-turbine-models.com/turbines/2324-balfour-beatty-power-vawt-magic-mushroom,Balfour Beatty Power,Balfour Beatty Power VAWT magic mushroom,28,6,,5,15,,,,,,,,,,,,,,,1985,No,Yes
2165,https://en.wind-turbine-models.com/turbines/2165-baltic-99-kw,Baltic,Baltic 99 kW,99,19,302,3,24,3,20,13,,asynchronous,,,,,,,,,,,No,Yes
2574,https://en.wind-turbine-models.com/turbines/2574-baltic-windwerke-bw-3200,Baltic WindWerke,Baltic WindWerke BW 3200,3200,120,11310,3,90,3,25,13,,permanent magnet synchronous,,steel tube / hybrid,,,,,,,50/60 Hz,,No,Yes
2573,https://en.wind-turbine-models.com/turbines/2573-baltic-windwerke-bw-3500,Baltic WindWerke,Baltic WindWerke BW 3500,3500,120,11310,3,90,3,25,13,,permanent magnet synchronous,,steel tube / hybrid,,,,,,,50/60 Hz,,No,Yes
2572,https://en.wind-turbine-models.com/turbines/2572-baltic-windwerke-bw-4500,Baltic WindWerke,Baltic WindWerke BW 4500,4500,151,17908,3,100,3,20,12,,doubly-fed induction (DFIG),,concrete-tubular hybrid,,,,,,,50/60 Hz,,No,Yes
270,https://en.wind-turbine-models.com/turbines/270-baoding-tianwei-btw-1-5,Baoding Tianwei,Baoding Tianwei BTW 1.5,1500,,,,,,,,,,,,,,,,,,,,No,Yes
1155,https://en.wind-turbine-models.com/turbines/1155-baoding-tianwei-btw-2-0,Baoding Tianwei,Baoding Tianwei BTW 2.0,2000,93,6792.9,3,80,3,25,11.5,15,Double fed induction,,steel tube,,,,,,,50/60 Hz,2011,No,Yes
1458,https://en.wind-turbine-models.com/turbines/1458-barberwind-b1000,Barberwind,Barberwind B1000,1000,51.8,,5,36.6,3.8,20,10.7,18.6,,,lattice,,,,,,,,,No,Yes
6,https://en.wind-turbine-models.com/turbines/6-bard-vm,BARD,BARD VM,5276,122,11690,3,90,3,30,12.5,8,Double Fed Asyn,,steel tube- tripod,280000,155500,940000,,1375500,,50 Hz,,Yes,Yes
916,https://en.wind-turbine-models.com/turbines/916-bard-6-5,BARD,BARD 6.5,6500,122,11690,3,90,,,13.7,,Synchronous permanent,,Steel tube / tripile,295000,155000,760000,,1210000,,50.0 Hz,2011,Yes,Yes
978,https://en.wind-turbine-models.com/turbines/978-baz-n-44-600-mk-iv,Bazán,Bazán 44/600 MK-IV,600,44,1520,3,35,3,25,15,27,Asynchronus,,Steel tube,22500,14200,70000,,107000,690,50 Hz,,No,Yes
977,https://en.wind-turbine-models.com/turbines/977-baz-n-62-1300,Bazán,Bazán 62/1300,1300,62,3000,3,50,3,25,15,19,Asynchronus,,Steel tube,50000,34000,57000,,141000,690,50 Hz,,No,Yes
658,https://en.wind-turbine-models.com/turbines/658-beck-ballum-smedemester-22kw,Beck Ballum,Beck Ballum Smedemester 22kW,22,10,78.5,3,18.5,,,,,,,Lattice,,,,,,,,,No,Yes
271,https://en.wind-turbine-models.com/turbines/271-beijing-north-bzd80-2000,Beijing North,Beijing North BZD80-2000,2000,80,5027,3,70,3.5,25,13.5,20.7,induction.doubly-fed,,Tubular Steel,,,204000,,,690,50 Hz,,No,Yes
1379,https://en.wind-turbine-models.com/turbines/1379-bendix-bendix-schachle,Bendix,Bendix Bendix-Schachle,3000,50.3,1987,3,,,,17.9,,,,tubular steel,,,,,,,,1980,No,Yes
2711,https://en.wind-turbine-models.com/turbines/2711-berewoud-windvang-65-8,berewoud,berewoud Windvang 65.8,8,6.5,33,2,16,,,11,,induction,,steel tube,,,,,,400,50 Hz,,No,Yes
2712,https://en.wind-turbine-models.com/turbines/2712-berewoud-windvang-80-15,berewoud,berewoud Windvang 80.15,15,8,50,3,18,,,12,,induction,,steel tube,,,,,,400,50 Hz,,No,Yes
2713,https://en.wind-turbine-models.com/turbines/2713-berewoud-windvang-125-50,berewoud,berewoud Windvang 125.50,50,12.5,123,3,18,,,12,,induction,,steel tube,,,,,,400,50 Hz,,No,Yes
2709,https://en.wind-turbine-models.com/turbines/2709-berewoud-windvang-160-80-rwt,berewoud,berewoud Windvang 160.80 RWT,80,16,201,3,24,4,22,13.5,85,induction,,steel tube,,,,200,,400,50 Hz,,No,Yes
2710,https://en.wind-turbine-models.com/turbines/2710-berewoud-windvang-220-150-kewt,berewoud,berewoud Windvang 220.150 KEWT,150,22,380,3,30,4,25,14,106,slip ring inductive,,steel tube,,,,,,400,50 Hz,,No,Yes
501,https://en.wind-turbine-models.com/turbines/501-bergey-bwc-excel-10,Bergey,Bergey BWC Excel 10,10,7,38.5,3,30,3.4,60,15.6,,Synchronous permanent,,Lattice,,,,,,220,50 Hz,,No,Yes
2650,https://en.wind-turbine-models.com/turbines/2650-bergey-excel-15,Bergey,Bergey Excel 15,15.6,9.6,72.4,3,18,4,60,11,150,permanent magnet,,guyed and non-guyed. lattice tower,,,,600,,240,50 Hz,,No,Yes
1210,https://en.wind-turbine-models.com/turbines/1210-best-romani-nogent-le-roi,BEST - Romani,BEST - Romani Nogent-le-Roi,640,30.2,715.8,3,32,3,20,16.7,47.3,synchronous,,pylon tripod,25000,8000,127000,,160000,3000,50.0 Hz,1958,No,Yes
2490,https://en.wind-turbine-models.com/turbines/2490-bestwatt-bw10,BestWatt,BestWatt BW10,10,10,78,3,15,3,25,,80,synchronous,,steel tube,,,,,,,50 Hz,,No,Yes
2491,https://en.wind-turbine-models.com/turbines/2491-bestwatt-bw45,BestWatt,BestWatt BW45,45,15.9,199,3,15,3.5,25,,65,induction,,steel tube,,,,,,,50 Hz,,No,Yes
2492,https://en.wind-turbine-models.com/turbines/2492-bestwatt-bw80,BestWatt,BestWatt BW80,80,15.9,199,3,15,3.5,25,,70,induction,,steel tube,,,,,,,50 Hz,,No,Yes
2289,https://en.wind-turbine-models.com/turbines/2289-bewind-bw-6-xm172,bewind,bewind BW 6.xM172,6000,172,23235,3,,3,26,10,,PMSG,,steel tube,,,,,,,50/60 Hz,,No,Yes
2288,https://en.wind-turbine-models.com/turbines/2288-bewind-bw-14-xm225,bewind,bewind BW 14.xM225,14000,225,39761,3,,3,30,12,,PMSG,,steel tube,,,,,,,50/60 Hz,,Yes,No
430,https://en.wind-turbine-models.com/turbines/430-blaaster-dl100,Blaaster,Blaaster DL100,3000,100,7854,3,90,,,,,synchronous,,Steel tube,,,,,,,,,No,Yes
502,https://en.wind-turbine-models.com/turbines/502-blue-max-blue-max,Blue Max,Blue Max Blue Max,50,,,,,,,,,,,,,,,,,,,,No,Yes
2319,https://en.wind-turbine-models.com/turbines/2319-blue-power-blueone-1kw,Blue Power,Blue Power BlueOne 1kW,1,1.1,1,5,,3,,,,,,steel tube,,,,,,,,,Yes,Yes
1444,https://en.wind-turbine-models.com/turbines/1444-boewe-w112,BÖWE,BÖWE W112,10,12,113,1,11,4,,8,111,induction,,steel tube,,,,,,380,50 Hz,1980,No,Yes
781,https://en.wind-turbine-models.com/turbines/781-boneyards-boneyards,boneyards,boneyards boneyards,,1,1,1,1,1,1,1,1,1,,1,1000,1000,1000,1000,1000,1,1 Hz,,No,Yes
592,https://en.wind-turbine-models.com/turbines/592-bonus-b19-120,Bonus,Bonus B19/120,120,19.4,295.6,3,,,,,,,,,,,,,,,,,No,Yes
189,https://en.wind-turbine-models.com/turbines/189-bonus-b23-150-gittermast,Bonus,Bonus B23/150 Gittermast,150,23,415,3,30,3.5,25,12.5,40,Asynchronus,,Lattice,8700,,15000,700,26000,400,50 Hz,,No,Yes
190,https://en.wind-turbine-models.com/turbines/190-bonus-b23-150-konisk-r-rt-rn,Bonus,Bonus B23/150 Konisk Rørtårn,150,23,415,3,30,4,28,14,40,induction,,steel tube,5700,3000,9700,700,,400,50 Hz,,No,Yes
187,https://en.wind-turbine-models.com/turbines/187-bonus-b23-150-nacelle,Bonus,Bonus B23/150 Nacelle,150,23.8,445,,23,4,28,14,40,,,variable,6000,2500,7700,,,415,,,No,Yes
